※ 매년 말일자 통계 현황,,,,,,,
,,2011년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4719032000,경상북도 구미시 옥성면,"2,037",916,          2.22,"1,030","1,007",          1.02
4719033000,경상북도 구미시 도개면,"2,626","1,210",          2.17,"1,315","1,311",          1.00
4719034000,경상북도 구미시 해평면,"5,680","2,496",          2.28,"2,891","2,789",          1.04
4719035000,경상북도 구미시 산동면,"3,940","1,875",          2.10,"2,126","1,814",          1.17
4719036000,경상북도 구미시 장천면,"3,768","1,615",          2.33,"1,948","1,820",          1.07
4719051000,경상북도 구미시 송정동,"19,839","7,618",          2.60,"9,733","10,106",          0.96
4719052000,경상북도 구미시 원평1동,"4,894","2,865",          1.71,"2,513","2,381",          1.06
4719053000,경상북도 구미시 원평2동,"4,890","2,446",          2.00,"2,532","2,358",          1.07
4719055100,경상북도 구미시 도량동,"33,369","11,215",          2.98,"16,665","16,704",          1.00
4719055500,경상북도 구미시 지산동,"3,169","1,278",          2.48,"1,687","1,482",          1.14
4719056500,경상북도 구미시 선주원남동,"44,323","15,151",          2.93,"22,481","21,842",          1.03
4719058200,경상북도 구미시 형곡1동,"16,647","5,607",          2.97,"8,305","8,342",          1.00
4719058300,경상북도 구미시 형곡2동,"22,705","7,481",          3.04,"11,438","11,267",          1.02
4719059000,경상북도 구미시 신평1동,"4,707","2,443",          1.93,"2,500","2,207",          1.13
4719060000,경상북도 구미시 신평2동,"3,418","1,467",          2.33,"1,835","1,583",          1.16
4719061000,경상북도 구미시 비산동,"4,703","1,765",          2.66,"2,513","2,190",          1.15
4719062100,경상북도 구미시 공단1동,"6,161","2,464",          2.50,"3,194","2,967",          1.08
4719062200,경상북도 구미시 공단2동,"4,503","2,614",          1.72,"2,518","1,985",          1.27
4719063000,경상북도 구미시 광평동,"4,470","1,750",          2.55,"2,341","2,129",          1.10
4719064500,경상북도 구미시 상모사곡동,"29,857","11,149",          2.68,"15,323","14,534",          1.05
4719066000,경상북도 구미시 임오동,"18,257","5,966",          3.06,"9,467","8,790",          1.08
4719067000,경상북도 구미시 인동동,"55,118","23,175",          2.38,"28,142","26,976",          1.04
4719068000,경상북도 구미시 진미동,"21,823","14,010",          1.56,"10,585","11,238",          0.94
4719069000,경상북도 구미시 양포동,"41,156","14,928",          2.76,"21,318","19,838",          1.07
4721000000,경상북도 영주시 ,"114,148","47,446",          2.41,"56,759","57,389",          0.99
4721025000,경상북도 영주시 풍기읍,"12,444","5,504",          2.26,"6,207","6,237",          1.00
4721031000,경상북도 영주시 이산면,"3,134","1,307",          2.40,"1,610","1,524",          1.06
4721032000,경상북도 영주시 평은면,"2,178",953,          2.29,"1,094","1,084",          1.01
4721033000,경상북도 영주시 문수면,"2,140",994,          2.15,"1,075","1,065",          1.01
4721034000,경상북도 영주시 장수면,"2,518","1,142",          2.20,"1,309","1,209",          1.08
4721035000,경상북도 영주시 안정면,"3,520","1,584",          2.22,"1,781","1,739",          1.02
4721036000,경상북도 영주시 봉현면,"3,269","1,434",          2.28,"1,632","1,637",          1.00
4721037000,경상북도 영주시 순흥면,"2,429","1,094",          2.22,"1,232","1,197",          1.03
4721038000,경상북도 영주시 단산면,"2,262","1,094",          2.07,"1,105","1,157",          0.96
4721039000,경상북도 영주시 부석면,"3,624","1,691",          2.14,"1,833","1,791",          1.02
4721051000,경상북도 영주시 상망동,"9,686","3,813",          2.54,"4,832","4,854",          1.00
4721052500,경상북도 영주시 하망동,"8,011","3,172",          2.53,"3,912","4,099",          0.95
4721055000,경상북도 영주시 영주1동,"5,635","2,721",          2.07,"2,713","2,922",          0.93
4721056000,경상북도 영주시 영주2동,"5,028","2,097",          2.40,"2,455","2,573",          0.95
4721059000,경상북도 영주시 휴천1동,"7,706","2,758",          2.79,"3,863","3,843",          1.01
4721060000,경상북도 영주시 휴천2동,"10,737","4,386",          2.45,"5,334","5,403",          0.99
4721061000,경상북도 영주시 휴천3동,"10,226","3,823",          2.67,"5,083","5,143",          0.99
4721062000,경상북도 영주시 가흥1동,"11,938","4,990",          2.39,"5,900","6,038",          0.98
4721063000,경상북도 영주시 가흥2동,"7,663","2,889",          2.65,"3,789","3,874",          0.98
4723000000,경상북도 영천시 ,"104,182","45,765",          2.28,"52,547","51,635",          1.02
4723025000,경상북도 영천시 금호읍,"12,528","6,042",          2.07,"6,409","6,119",          1.05
4723031000,경상북도 영천시 청통면,"4,740","2,204",          2.15,"2,442","2,298",          1.06
4723032000,경상북도 영천시 신녕면,"4,648","2,241",          2.07,"2,277","2,371",          0.96
4723033000,경상북도 영천시 화산면,"3,755","1,721",          2.18,"1,912","1,843",          1.04
4723034000,경상북도 영천시 화북면,"2,417","1,217",          1.99,"1,200","1,217",          0.99
4723035000,경상북도 영천시 화남면,"3,298","1,635",          2.02,"1,675","1,623",          1.03
4723036000,경상북도 영천시 자양면,"1,256",655,          1.92,621,635,          0.98
4723037000,경상북도 영천시 임고면,"4,394","2,072",          2.12,"2,209","2,185",          1.01
4723038000,경상북도 영천시 고경면,"6,905","2,929",          2.36,"3,748","3,157",          1.19
4723039000,경상북도 영천시 북안면,"4,919","2,388",          2.06,"2,459","2,460",          1.00
4723040000,경상북도 영천시 대창면,"3,275","1,608",          2.04,"1,701","1,574",          1.08
4723051000,경상북도 영천시 동부동,"26,927","10,153",          2.65,"13,411","13,516",          0.99
4723052000,경상북도 영천시 중앙동,"10,113","3,950",          2.56,"4,928","5,185",          0.95
4723053500,경상북도 영천시 서부동,"6,005","2,697",          2.23,"2,993","3,012",          0.99
4723054000,경상북도 영천시 완산동,"5,015","2,302",          2.18,"2,460","2,555",          0.96
4723055500,경상북도 영천시 남부동,"3,987","1,951",          2.04,"2,102","1,885",          1.12
4725000000,경상북도 상주시 ,"104,685","45,047",          2.32,"51,569","53,116",          0.97
4725025000,경상북도 상주시 함창읍,"7,042","3,149",          2.24,"3,468","3,574",          0.97
4725031000,경상북도 상주시 중동면,"1,809",793,          2.28,873,936,          0.93
4725032000,경상북도 상주시 사벌면,"4,388","1,935",          2.27,"2,133","2,255",          0.95
4725033000,경상북도 상주시 낙동면,"3,483","1,623",          2.15,"1,710","1,773",          0.96
4725033500,경상북도 상주시 낙동면동부출장소,"1,259",564,          2.23,605,654,          0.93
4725034000,경상북도 상주시 청리면,"3,286","1,452",          2.26,"1,589","1,697",          0.94
4725035000,경상북도 상주시 공성면,"4,821","2,251",          2.14,"2,331","2,490",          0.94
4725036000,경상북도 상주시 외남면,"1,973",858,          2.30,982,991,          0.99
4725037000,경상북도 상주시 내서면,"2,110",973,          2.17,"1,041","1,069",          0.97
4725038000,경상북도 상주시 모동면,"2,839","1,285",          2.21,"1,426","1,413",          1.01
4725039000,경상북도 상주시 모서면,"1,868",890,          2.10,938,930,          1.01
4725039500,경상북도 상주시 모서면서부출장소,857,399,          2.15,408,449,          0.91
4725040000,경상북도 상주시 화동면,"2,285","1,016",          2.25,"1,146","1,139",          1.01
4725041000,경상북도 상주시 화서면,"2,921","1,341",          2.18,"1,428","1,493",          0.96
4725042000,경상북도 상주시 화북면,"1,330",605,          2.20,670,660,          1.02
4725042600,경상북도 상주시 화북면서부출장소,373,185,          2.02,179,194,          0.92
4725043000,경상북도 상주시 외서면,"3,047","1,403",          2.17,"1,468","1,579",          0.93
4725044000,경상북도 상주시 은척면,"1,362",676,          2.01,654,708,          0.92
4725044500,경상북도 상주시 은척면북부출장소,417,226,          1.85,207,210,          0.99
4725045000,경상북도 상주시 공검면,"2,581","1,247",          2.07,"1,226","1,355",          0.90
4725046000,경상북도 상주시 이안면,"2,303","1,135",          2.03,"1,091","1,212",          0.90
4725047000,경상북도 상주시 화남면,922,481,          1.92,439,483,          0.91
4725052000,경상북도 상주시 남원동,"12,579","4,939",          2.55,"6,183","6,396",          0.97
4725053000,경상북도 상주시 북문동,"6,267","2,695",          2.33,"3,180","3,087",          1.03
4725054000,경상북도 상주시 계림동,"8,640","3,603",          2.40,"4,218","4,422",          0.95
4725055000,경상북도 상주시 동문동,"9,804","3,979",          2.46,"4,917","4,887",          1.01
4725056000,경상북도 상주시 동성동,"4,442","1,847",          2.40,"2,205","2,237",          0.99
4725057000,경상북도 상주시 신흥동,"9,677","3,497",          2.77,"4,854","4,823",          1.01
4728000000,경상북도 문경시 ,"76,727","33,226",          2.31,"37,632","39,095",          0.96
4728025000,경상북도 문경시 문경읍,"6,355","2,895",          2.20,"3,098","3,257",          0.95
4728025100,경상북도 문경시 문경읍갈평출장소,"1,197",505,          2.37,575,622,          0.92
4728025300,경상북도 문경시 가은읍,"3,467","1,700",          2.04,"1,667","1,800",          0.93
4728025400,경상북도 문경시 가은읍북부출장소,855,413,          2.07,426,429,          0.99
4728031000,경상북도 문경시 영순면,"2,777","1,297",          2.14,"1,384","1,393",          0.99
4728032000,경상북도 문경시 산양면,"3,647","1,718",          2.12,"1,794","1,853",          0.97
4728033000,경상북도 문경시 호계면,"2,895","1,466",          1.97,"1,339","1,556",          0.86
4728034000,경상북도 문경시 산북면,"3,092","1,549",          2.00,"1,503","1,589",          0.95
4728035000,경상북도 문경시 동로면,"1,879",970,          1.94,937,942,          0.99
4728036000,경상북도 문경시 마성면,"4,026","2,020",          1.99,"1,958","2,068",          0.95
4728037000,경상북도 문경시 농암면,"2,874","1,475",          1.95,"1,328","1,546",          0.86
4728057000,경상북도 문경시 점촌1동,"6,263","2,622",          2.39,"3,116","3,147",          0.99
4728058000,경상북도 문경시 점촌2동,"8,360","3,598",          2.32,"4,130","4,230",          0.98
4728059000,경상북도 문경시 점촌3동,"10,225","3,996",          2.56,"5,112","5,113",          1.00
4728060000,경상북도 문경시 점촌4동,"3,763","1,739",          2.16,"1,880","1,883",          1.00
4728061000,경상북도 문경시 점촌5동,"15,052","5,263",          2.86,"7,385","7,667",          0.96
4729000000,경상북도 경산시 ,"243,684","96,241",          2.53,"123,114","120,570",          1.02
4729025000,경상북도 경산시 하양읍,"26,987","10,351",          2.61,"13,513","13,474",          1.00
4729025300,경상북도 경산시 진량읍,"38,767","14,950",          2.59,"19,936","18,831",          1.06
4729031000,경상북도 경산시 와촌면,"6,298","2,719",          2.32,"3,351","2,947",          1.14
4729033000,경상북도 경산시 자인면,"6,431","2,843",          2.26,"3,321","3,110",          1.07
4729034000,경상북도 경산시 용성면,"3,775","1,755",          2.15,"1,916","1,859",          1.03
4729035000,경상북도 경산시 남산면,"3,918","1,753",          2.24,"2,062","1,856",          1.11
4729036000,경상북도 경산시 압량면,"13,202","5,850",          2.26,"6,929","6,273",          1.10
4729037000,경상북도 경산시 남천면,"3,493","1,453",          2.40,"1,792","1,701",          1.05
4729051000,경상북도 경산시 중방동,"11,160","4,405",          2.53,"5,499","5,661",          0.97
4729052000,경상북도 경산시 중앙동,"7,340","3,241",          2.26,"3,715","3,625",          1.02
4729053000,경상북도 경산시 남부동,"17,375","6,646",          2.61,"8,711","8,664",          1.01
4729054100,경상북도 경산시 서부1동,"40,125","14,579",          2.75,"19,565","20,560",          0.95
4729054200,경상북도 경산시 서부2동,"20,577","7,164",          2.87,"10,165","10,412",          0.98
4729055000,경상북도 경산시 북부동,"12,491","6,428",          1.94,"6,712","5,779",          1.16
4729056000,경상북도 경산시 동부동,"31,745","12,104",          2.62,"15,927","15,818",          1.01
4772000000,경상북도 군위군 ,"24,268","11,647",          2.08,"12,200","12,068",          1.01
4772025000,경상북도 군위군 군위읍,"7,857","3,444",          2.28,"4,030","3,827",          1.05
4772031000,경상북도 군위군 소보면,"2,528","1,273",          1.99,"1,265","1,263",          1.00
4772032000,경상북도 군위군 효령면,"4,102","1,964",          2.09,"2,114","1,988",          1.06
4772033000,경상북도 군위군 부계면,"2,080","1,031",          2.02,"1,025","1,055",          0.97
4772034000,경상북도 군위군 우보면,"2,181","1,090",          2.00,"1,049","1,132",          0.93
4772035000,경상북도 군위군 의흥면,"2,809","1,396",          2.01,"1,371","1,438",          0.95
4772036000,경상북도 군위군 산성면,"1,329",712,          1.87,626,703,          0.89
4772037000,경상북도 군위군 고로면,"1,382",737,          1.88,720,662,          1.09
4773000000,경상북도 의성군 ,"57,744","27,370",          2.11,"28,329","29,415",          0.96
4773025000,경상북도 의성군 의성읍,"14,594","6,301",          2.32,"7,181","7,413",          0.97
4773031000,경상북도 의성군 단촌면,"2,245","1,105",          2.03,"1,134","1,111",          1.02
4773032000,경상북도 의성군 점곡면,"1,907",943,          2.02,939,968,          0.97
4773033000,경상북도 의성군 옥산면,"2,156",991,          2.18,"1,070","1,086",          0.99
4773034000,경상북도 의성군 사곡면,"1,765",901,          1.96,854,911,          0.94
4773035000,경상북도 의성군 춘산면,"1,713",783,          2.19,853,860,          0.99
4773036000,경상북도 의성군 가음면,"1,588",773,          2.05,794,794,          1.00
4773037000,경상북도 의성군 금성면,"4,872","2,391",          2.04,"2,414","2,458",          0.98
4773038000,경상북도 의성군 봉양면,"4,067","1,912",          2.13,"1,977","2,090",          0.95
4773039000,경상북도 의성군 비안면,"2,700","1,389",          1.94,"1,290","1,410",          0.91
4773040000,경상북도 의성군 구천면,"2,027",991,          2.05,985,"1,042",          0.95
4773041000,경상북도 의성군 단밀면,"2,154","1,015",          2.12,"1,058","1,096",          0.97
4773042000,경상북도 의성군 단북면,"2,110","1,021",          2.07,"1,038","1,072",          0.97
4773043000,경상북도 의성군 안계면,"5,054","2,331",          2.17,"2,422","2,632",          0.92
4773044000,경상북도 의성군 다인면,"4,576","2,222",          2.06,"2,247","2,329",          0.96
4773045000,경상북도 의성군 신평면,877,483,          1.82,426,451,          0.94
4773046000,경상북도 의성군 안평면,"2,360","1,242",          1.90,"1,188","1,172",          1.01
4773047000,경상북도 의성군 안사면,979,576,          1.70,459,520,          0.88
4775000000,경상북도 청송군 ,"26,569","12,827",          2.07,"13,162","13,407",          0.98
4775025000,경상북도 청송군 청송읍,"5,502","2,449",          2.25,"2,751","2,751",          1.00
4775031000,경상북도 청송군 부동면,"2,004","1,020",          1.96,978,"1,026",          0.95
4775032000,경상북도 청송군 부남면,"2,538","1,290",          1.97,"1,257","1,281",          0.98
4775033000,경상북도 청송군 현동면,"2,188","1,035",          2.11,"1,061","1,127",          0.94
4775034000,경상북도 청송군 현서면,"2,567","1,300",          1.97,"1,273","1,294",          0.98
4775035000,경상북도 청송군 안덕면,"2,791","1,449",          1.93,"1,327","1,464",          0.91
4775036000,경상북도 청송군 파천면,"1,971",983,          2.01,996,975,          1.02
4775037000,경상북도 청송군 진보면,"7,008","3,301",          2.12,"3,519","3,489",          1.01
4776000000,경상북도 영양군 ,"18,241","8,688",          2.10,"8,982","9,259",          0.97
4776025000,경상북도 영양군 영양읍,"7,807","3,377",          2.31,"3,817","3,990",          0.96
4776031000,경상북도 영양군 입암면,"2,424","1,210",          2.00,"1,178","1,246",          0.95
4776032000,경상북도 영양군 청기면,"1,902","1,001",          1.90,947,955,          0.99
4776033000,경상북도 영양군 일월면,"1,886",940,          2.01,920,966,          0.95
4776034000,경상북도 영양군 수비면,"1,939",971,          2.00,968,971,          1.00
4776035000,경상북도 영양군 석보면,"2,283","1,189",          1.92,"1,152","1,131",          1.02
4777000000,경상북도 영덕군 ,"40,794","20,051",          2.03,"19,378","21,416",          0.90
4777025000,경상북도 영덕군 영덕읍,"11,081","5,036",          2.20,"5,316","5,765",          0.92
4777031000,경상북도 영덕군 강구면,"7,502","3,637",          2.06,"3,597","3,905",          0.92
4777032000,경상북도 영덕군 남정면,"2,835","1,450",          1.96,"1,343","1,492",          0.90
4777033000,경상북도 영덕군 달산면,"1,378",730,          1.89,624,754,          0.83
4777034000,경상북도 영덕군 지품면,"1,699",905,          1.88,825,874,          0.94
4777034500,경상북도 영덕군 지품면원전출장소,705,367,          1.92,334,371,          0.90
4777035000,경상북도 영덕군 축산면,"1,006",566,          1.78,472,534,          0.88
4777035500,경상북도 영덕군 축산면축산출장소,"2,154","1,085",          1.99,"1,023","1,131",          0.90
4777036000,경상북도 영덕군 영해면,"7,262","3,478",          2.09,"3,417","3,845",          0.89
4777037000,경상북도 영덕군 병곡면,"3,218","1,721",          1.87,"1,494","1,724",          0.87
4777038000,경상북도 영덕군 창수면,"1,954","1,076",          1.82,933,"1,021",          0.91
4782000000,경상북도 청도군 ,"44,298","20,397",          2.17,"21,552","22,746",          0.95
4782025000,경상북도 청도군 화양읍,"6,613","2,712",          2.44,"3,217","3,396",          0.95
4782025100,경상북도 청도군 화양읍남성현출장소,"1,268",609,          2.08,638,630,          1.01
4782025300,경상북도 청도군 청도읍,"11,140","4,646",          2.40,"5,393","5,747",          0.94
4782025400,경상북도 청도군 청도읍유호출장소,"1,797",858,          2.09,875,922,          0.95
4782031000,경상북도 청도군 각남면,"2,301","1,136",          2.03,"1,090","1,211",          0.90
4782032000,경상북도 청도군 풍각면,"4,293","2,130",          2.02,"2,122","2,171",          0.98
4782033000,경상북도 청도군 각북면,"2,205","1,132",          1.95,"1,072","1,133",          0.95
4782034000,경상북도 청도군 이서면,"4,732","2,183",          2.17,"2,342","2,390",          0.98
4782035000,경상북도 청도군 운문면,"2,286","1,193",          1.92,"1,071","1,215",          0.88
4782036000,경상북도 청도군 금천면,"3,635","1,794",          2.03,"1,785","1,850",          0.96
4782037000,경상북도 청도군 매전면,"4,028","2,004",          2.01,"1,947","2,081",          0.94
4783000000,경상북도 고령군 ,"35,455","15,911",          2.23,"18,102","17,353",          1.04
4783025000,경상북도 고령군 고령읍,"10,856","4,774",          2.27,"5,455","5,401",          1.01
4783031000,경상북도 고령군 덕곡면,"1,512",757,          2.00,738,774,          0.95
4783032000,경상북도 고령군 운수면,"2,082","1,049",          1.98,"1,030","1,052",          0.98
4783033000,경상북도 고령군 성산면,"2,924","1,301",          2.25,"1,520","1,404",          1.08
4783034000,경상북도 고령군 다산면,"9,810","4,033",          2.43,"5,132","4,678",          1.10
4783035000,경상북도 고령군 개진면,"2,294","1,152",          1.99,"1,220","1,074",          1.14
4783036000,경상북도 고령군 우곡면,"1,953",936,          2.09,"1,016",937,          1.08
4783037000,경상북도 고령군 쌍림면,"4,024","1,909",          2.11,"1,991","2,033",          0.98
4784000000,경상북도 성주군 ,"45,640","20,428",          2.23,"23,286","22,354",          1.04
4784025000,경상북도 성주군 성주읍,"13,276","5,352",          2.48,"6,677","6,599",          1.01
4784031000,경상북도 성주군 선남면,"6,846","3,050",          2.24,"3,615","3,231",          1.12
4784032000,경상북도 성주군 용암면,"3,967","1,843",          2.15,"2,087","1,880",          1.11
4784033000,경상북도 성주군 수륜면,"3,248","1,626",          2.00,"1,549","1,699",          0.91
4784034000,경상북도 성주군 가천면,"2,070","1,055",          1.96,"1,006","1,064",          0.95
4784035000,경상북도 성주군 금수면,"1,216",655,          1.86,603,613,          0.98
4784036000,경상북도 성주군 대가면,"2,596","1,182",          2.20,"1,319","1,277",          1.03
4784037000,경상북도 성주군 벽진면,"3,551","1,585",          2.24,"1,813","1,738",          1.04
4784038000,경상북도 성주군 초전면,"5,245","2,345",          2.24,"2,730","2,515",          1.09
4784039000,경상북도 성주군 월항면,"3,625","1,735",          2.09,"1,887","1,738",          1.09
4785000000,경상북도 칠곡군 ,"118,838","49,961",          2.38,"61,458","57,380",          1.07
4785025000,경상북도 칠곡군 왜관읍,"32,566","12,777",          2.55,"16,306","16,260",          1.00
4785025300,경상북도 칠곡군 북삼읍,"25,393","9,305",          2.73,"13,123","12,270",          1.07
4785025600,경상북도 칠곡군 석적읍,"29,043","13,910",          2.09,"15,519","13,524",          1.15
4785031000,경상북도 칠곡군 지천면,"5,149","2,482",          2.07,"2,690","2,459",          1.09
4785032000,경상북도 칠곡군 동명면,"6,176","2,888",          2.14,"3,163","3,013",          1.05
4785033000,경상북도 칠곡군 가산면,"3,966","1,858",          2.13,"2,115","1,851",          1.14
4785036000,경상북도 칠곡군 약목면,"13,133","5,219",          2.52,"6,751","6,382",          1.06
4785037000,경상북도 칠곡군 기산면,"3,412","1,522",          2.24,"1,791","1,621",          1.10
4790000000,경상북도 예천군 ,"46,579","21,430",          2.17,"22,938","23,641",          0.97
4790025000,경상북도 예천군 예천읍,"17,585","7,306",          2.41,"8,758","8,827",          0.99
4790031000,경상북도 예천군 용문면,"2,714","1,369",          1.98,"1,337","1,377",          0.97
4790032000,경상북도 예천군 상리면,"1,283",636,          2.02,613,670,          0.91
4790033000,경상북도 예천군 하리면,"1,515",718,          2.11,745,770,          0.97
4790034000,경상북도 예천군 감천면,"3,037","1,533",          1.98,"1,529","1,508",          1.01
4790035000,경상북도 예천군 보문면,"1,907",967,          1.97,923,984,          0.94
4790036000,경상북도 예천군 호명면,"2,884","1,390",          2.07,"1,409","1,475",          0.96
4790037000,경상북도 예천군 유천면,"3,229","1,499",          2.15,"1,548","1,681",          0.92
4790038000,경상북도 예천군 용궁면,"3,081","1,506",          2.05,"1,507","1,574",          0.96
4790039000,경상북도 예천군 개포면,"1,920",970,          1.98,950,970,          0.98
4790040000,경상북도 예천군 지보면,"3,385","1,683",          2.01,"1,680","1,705",          0.99
4790041000,경상북도 예천군 풍양면,"4,039","1,853",          2.18,"1,939","2,100",          0.92
4792000000,경상북도 봉화군 ,"34,192","15,825",          2.16,"17,099","17,093",          1.00
4792025000,경상북도 봉화군 봉화읍,"10,701","4,517",          2.37,"5,289","5,412",          0.98
4792031000,경상북도 봉화군 물야면,"3,365","1,588",          2.12,"1,674","1,691",          0.99
4792032000,경상북도 봉화군 봉성면,"2,429","1,100",          2.21,"1,190","1,239",          0.96
4792033000,경상북도 봉화군 법전면,"2,290","1,115",          2.05,"1,131","1,159",          0.98
4792034000,경상북도 봉화군 춘양면,"4,918","2,294",          2.14,"2,469","2,449",          1.01
4792035000,경상북도 봉화군 소천면,"2,462","1,306",          1.89,"1,214","1,248",          0.97
4792036000,경상북도 봉화군 재산면,"1,692",845,          2.00,857,835,          1.03
4792037000,경상북도 봉화군 명호면,"2,343","1,147",          2.04,"1,201","1,142",          1.05
4792038000,경상북도 봉화군 상운면,"1,965",959,          2.05,"1,007",958,          1.05
4792039000,경상북도 봉화군 석포면,"2,027",954,          2.12,"1,067",960,          1.11
4793000000,경상북도 울진군 ,"52,045","23,652",          2.20,"25,504","26,541",          0.96
4793025000,경상북도 울진군 울진읍,"14,036","5,407",          2.60,"6,951","7,085",          0.98
4793025300,경상북도 울진군 평해읍,"3,419","1,661",          2.06,"1,635","1,784",          0.92
4793031000,경상북도 울진군 북면,"6,510","2,793",          2.33,"3,334","3,176",          1.05
4793031500,경상북도 울진군 북면하당출장소,724,368,          1.97,358,366,          0.98
4793032000,경상북도 울진군 서면,"1,576",845,          1.87,749,827,          0.91
4793033000,경상북도 울진군 근남면,"2,960","1,468",          2.02,"1,402","1,558",          0.90
4793034000,경상북도 울진군 원남면,"2,484","1,336",          1.86,"1,152","1,332",          0.86
4793035000,경상북도 울진군 기성면,"2,891","1,614",          1.79,"1,309","1,582",          0.83
4793036000,경상북도 울진군 온정면,"2,096","1,055",          1.99,"1,007","1,089",          0.92
4793037000,경상북도 울진군 죽변면,"6,995","3,278",          2.13,"3,487","3,508",          0.99
4793038000,경상북도 울진군 후포면,"8,354","3,827",          2.18,"4,120","4,234",          0.97
4794000000,경상북도 울릉군 ,"10,742","5,322",          2.02,"5,634","5,108",          1.10
4794025000,경상북도 울릉군 울릉읍,"7,648","3,760",          2.03,"4,004","3,644",          1.10
4794031000,경상북도 울릉군 서면,"1,057",478,          2.21,546,511,          1.07
4794031500,경상북도 울릉군 서면태하출장소,593,330,          1.80,318,275,          1.16
4794032000,경상북도 울릉군 북면,"1,444",754,          1.92,766,678,          1.13
4800000000,경상남도  ,"3,308,765","1,286,678",          2.57,"1,664,755","1,644,010",          1.01
4812000000,경상남도 창원시 ,"1,091,881","404,755",          2.70,"554,950","536,931",          1.03
4812100000,경상남도 창원시 의창구 ,"254,419","95,186",          2.67,"129,838","124,581",          1.04
4812125000,경상남도 창원시 의창구 동읍,"23,586","8,662",          2.72,"11,953","11,633",          1.03
4812131000,경상남도 창원시 의창구 북면,"11,488","4,640",          2.48,"5,861","5,627",          1.04
4812132000,경상남도 창원시 의창구 대산면,"7,867","3,361",          2.34,"3,977","3,890",          1.02
4812151000,경상남도 창원시 의창구 의창동,"37,367","13,819",          2.70,"18,927","18,440",          1.03
4812152000,경상남도 창원시 의창구 팔룡동,"45,579","15,557",          2.93,"23,549","22,030",          1.07
4812153000,경상남도 창원시 의창구 명곡동,"54,406","19,459",          2.80,"27,692","26,714",          1.04
4812154000,경상남도 창원시 의창구 봉림동,"37,750","16,033",          2.35,"19,577","18,173",          1.08
4812155000,경상남도 창원시 의창구 용지동,"36,376","13,655",          2.66,"18,302","18,074",          1.01
4812300000,경상남도 창원시 성산구 ,"247,720","84,983",          2.91,"126,943","120,777",          1.05
4812351000,경상남도 창원시 성산구 반송동,"49,863","16,209",          3.08,"25,469","24,394",          1.04
4812352000,경상남도 창원시 성산구 중앙동,"22,412","10,535",          2.13,"11,845","10,567",          1.12
4812353000,경상남도 창원시 성산구 상남동,"33,940","10,744",          3.16,"17,154","16,786",          1.02
4812354000,경상남도 창원시 성산구 사파동,"57,166","19,219",          2.97,"28,821","28,345",          1.02
4812355000,경상남도 창원시 성산구 가음정동,"45,610","15,430",          2.96,"23,327","22,283",          1.05
4812356000,경상남도 창원시 성산구 성주동,"28,404","8,932",          3.18,"14,828","13,576",          1.09
4812357000,경상남도 창원시 성산구 웅남동,"10,325","3,914",          2.64,"5,499","4,826",          1.14
4812500000,경상남도 창원시 마산합포구 ,"186,399","73,762",          2.53,"92,979","93,420",          1.00
4812531000,경상남도 창원시 마산합포구 구산면,"5,308","2,420",          2.19,"2,711","2,597",          1.04
4812532000,경상남도 창원시 마산합포구 진동면,"10,565","4,067",          2.60,"5,339","5,226",          1.02
4812533000,경상남도 창원시 마산합포구 진북면,"4,266","1,821",          2.34,"2,230","2,036",          1.10
4812534000,경상남도 창원시 마산합포구 진전면,"4,530","2,116",          2.14,"2,246","2,284",          0.98
4812551000,경상남도 창원시 마산합포구 현동,"2,192",911,          2.41,"1,151","1,041",          1.11
4812552000,경상남도 창원시 마산합포구 가포동,"1,685",739,          2.28,850,835,          1.02
4812553000,경상남도 창원시 마산합포구 월영동,"33,917","11,720",          2.89,"16,976","16,941",          1.00
4812554000,경상남도 창원시 마산합포구 문화동,"13,578","5,666",          2.40,"6,736","6,842",          0.98
4812555000,경상남도 창원시 마산합포구 반월동,"9,480","3,463",          2.74,"4,660","4,820",          0.97
4812556000,경상남도 창원시 마산합포구 중앙동,"8,848","3,219",          2.75,"4,282","4,566",          0.94
4812557000,경상남도 창원시 마산합포구 완월동,"12,071","4,471",          2.70,"5,973","6,098",          0.98
4812558000,경상남도 창원시 마산합포구 자산동,"14,338","5,303",          2.70,"7,112","7,226",          0.98
4812559000,경상남도 창원시 마산합포구 동서동,"11,520","4,730",          2.44,"5,709","5,811",          0.98
4812560000,경상남도 창원시 마산합포구 성호동,"4,944","2,152",          2.30,"2,471","2,473",          1.00
4812561000,경상남도 창원시 마산합포구 교방동,"11,959","4,457",          2.68,"5,934","6,025",          0.98
4812562000,경상남도 창원시 마산합포구 노산동,"7,977","3,432",          2.32,"4,020","3,957",          1.02
4812563000,경상남도 창원시 마산합포구 오동동,"5,347","2,796",          1.91,"2,680","2,667",          1.00
4812564000,경상남도 창원시 마산합포구 합포동,"8,308","3,718",          2.23,"4,188","4,120",          1.02
4812565000,경상남도 창원시 마산합포구 산호동,"15,566","6,561",          2.37,"7,711","7,855",          0.98
4812700000,경상남도 창원시 마산회원구 ,"223,235","83,382",          2.68,"113,332","109,903",          1.03
4812725000,경상남도 창원시 마산회원구 내서읍,"73,167","23,746",          3.08,"36,820","36,347",          1.01
