,행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
297,1154562000,서울특별시금천구독산제2동,"18,706","9,519",1.97,"9,465","9,241",1.02
298,1154563000,서울특별시금천구독산제3동,"24,152","12,718",1.9,"12,106","12,046",1.0
299,1154564000,서울특별시금천구독산제4동,"15,142","7,668",1.97,"7,591","7,551",1.01
300,1154567000,서울특별시금천구시흥제1동,"32,826","16,104",2.04,"16,326","16,500",0.99
301,1154568000,서울특별시금천구시흥제2동,"21,228","8,255",2.57,"10,210","11,018",0.93
302,1154569000,서울특별시금천구시흥제3동,"10,800","4,736",2.28,"5,368","5,432",0.99
303,1154570000,서울특별시금천구시흥제4동,"20,249","9,129",2.22,"10,030","10,219",0.98
304,1154571000,서울특별시금천구시흥제5동,"19,166","9,347",2.05,"9,578","9,588",1.0
305,1156000000,서울특별시영등포구,"376,837","187,020",2.01,"185,926","190,911",0.97
306,1156051500,서울특별시영등포구영등포본동,"21,254","10,460",2.03,"10,896","10,358",1.05
307,1156053500,서울특별시영등포구영등포동,"29,233","20,390",1.43,"15,347","13,886",1.11
308,1156054000,서울특별시영등포구여의동,"33,071","13,460",2.46,"15,519","17,552",0.88
309,1156055000,서울특별시영등포구당산제1동,"20,300","10,792",1.88,"9,948","10,352",0.96
310,1156056000,서울특별시영등포구당산제2동,"37,520","18,858",1.99,"17,598","19,922",0.88
311,1156058500,서울특별시영등포구도림동,"17,730","9,372",1.89,"8,946","8,784",1.02
312,1156060500,서울특별시영등포구문래동,"32,627","13,131",2.48,"15,964","16,663",0.96
313,1156061000,서울특별시영등포구양평제1동,"18,197","9,666",1.88,"8,884","9,313",0.95
314,1156062000,서울특별시영등포구양평제2동,"22,301","10,662",2.09,"10,957","11,344",0.97
315,1156063000,서울특별시영등포구신길제1동,"17,342","10,599",1.64,"8,831","8,511",1.04
316,1156065000,서울특별시영등포구신길제3동,"16,561","7,650",2.16,"8,184","8,377",0.98
317,1156066000,서울특별시영등포구신길제4동,"12,324","5,746",2.14,"6,126","6,198",0.99
318,1156067000,서울특별시영등포구신길제5동,"10,611","4,803",2.21,"5,162","5,449",0.95
319,1156068000,서울특별시영등포구신길제6동,"19,076","9,118",2.09,"9,312","9,764",0.95
320,1156069000,서울특별시영등포구신길제7동,"19,968","7,900",2.53,"9,961","10,007",1.0
321,1156070000,서울특별시영등포구대림제1동,"14,525","7,123",2.04,"7,233","7,292",0.99
322,1156071000,서울특별시영등포구대림제2동,"11,912","6,879",1.73,"5,879","6,033",0.97
323,1156072000,서울특별시영등포구대림제3동,"22,285","10,411",2.14,"11,179","11,106",1.01
324,1159000000,서울특별시동작구,"385,483","184,812",2.09,"186,426","199,057",0.94
325,1159051000,서울특별시동작구노량진제1동,"31,962","16,187",1.97,"16,056","15,906",1.01
326,1159052000,서울특별시동작구노량진제2동,"10,844","6,969",1.56,"5,594","5,250",1.07
327,1159053000,서울특별시동작구상도제1동,"44,087","21,389",2.06,"21,372","22,715",0.94
328,1159054000,서울특별시동작구상도제2동,"28,107","12,590",2.23,"13,544","14,563",0.93
329,1159055000,서울특별시동작구상도제3동,"24,512","12,009",2.04,"11,685","12,827",0.91
330,1159056000,서울특별시동작구상도제4동,"28,577","14,095",2.03,"13,864","14,713",0.94
331,1159060500,서울특별시동작구흑석동,"31,485","14,065",2.24,"15,349","16,136",0.95
332,1159062000,서울특별시동작구사당제1동,"22,856","13,492",1.69,"10,890","11,966",0.91
333,1159063000,서울특별시동작구사당제2동,"27,780","12,200",2.28,"13,304","14,476",0.92
334,1159064000,서울특별시동작구사당제3동,"24,344","10,472",2.32,"11,802","12,542",0.94
335,1159065000,서울특별시동작구사당제4동,"14,141","7,155",1.98,"6,766","7,375",0.92
336,1159065100,서울특별시동작구사당제5동,"14,467","6,621",2.19,"6,959","7,508",0.93
337,1159066000,서울특별시동작구대방동,"37,990","17,267",2.2,"18,017","19,973",0.9
338,1159067000,서울특별시동작구신대방제1동,"23,142","10,225",2.26,"11,093","12,049",0.92
339,1159068000,서울특별시동작구신대방제2동,"21,189","10,076",2.1,"10,131","11,058",0.92
340,1162000000,서울특별시관악구,"485,699","276,597",1.76,"243,991","241,708",1.01
341,1162052500,서울특별시관악구보라매동,"24,412","12,941",1.89,"12,014","12,398",0.97
342,1162054500,서울특별시관악구청림동,"15,118","6,450",2.34,"7,358","7,760",0.95
343,1162056500,서울특별시관악구성현동,"29,209","12,332",2.37,"14,091","15,118",0.93
344,1162057500,서울특별시관악구행운동,"28,931","17,656",1.64,"14,040","14,891",0.94
345,1162058500,서울특별시관악구낙성대동,"16,847","11,239",1.5,"8,462","8,385",1.01
346,1162059500,서울특별시관악구청룡동,"35,422","23,354",1.52,"17,083","18,339",0.93
347,1162060500,서울특별시관악구은천동,"33,156","16,056",2.07,"16,152","17,004",0.95
348,1162061500,서울특별시관악구중앙동,"15,106","9,801",1.54,"7,266","7,840",0.93
349,1162062500,서울특별시관악구인헌동,"25,799","14,410",1.79,"12,553","13,246",0.95
350,1162063000,서울특별시관악구남현동,"18,085","9,683",1.87,"8,720","9,365",0.93
351,1162064500,서울특별시관악구서원동,"22,593","14,333",1.58,"11,696","10,897",1.07
352,1162065500,서울특별시관악구신원동,"17,840","10,967",1.63,"9,032","8,808",1.03
353,1162066500,서울특별시관악구서림동,"23,062","14,355",1.61,"12,713","10,349",1.23
354,1162068500,서울특별시관악구신사동,"22,560","13,955",1.62,"11,345","11,215",1.01
355,1162069500,서울특별시관악구신림동,"22,365","17,985",1.24,"11,802","10,563",1.12
356,1162071500,서울특별시관악구난향동,"15,298","6,289",2.43,"7,475","7,823",0.96
357,1162072500,서울특별시관악구조원동,"17,338","10,774",1.61,"8,728","8,610",1.01
358,1162073500,서울특별시관악구대학동,"23,385","16,164",1.45,"14,101","9,284",1.52
359,1162074500,서울특별시관악구삼성동,"21,902","10,453",2.1,"10,976","10,926",1.0
360,1162076500,서울특별시관악구미성동,"30,512","14,284",2.14,"14,950","15,562",0.96
361,1162077500,서울특별시관악구난곡동,"26,759","13,116",2.04,"13,434","13,325",1.01
362,1165000000,서울특별시서초구,"412,279","170,244",2.42,"197,034","215,245",0.92
363,1165051000,서울특별시서초구서초1동,"20,524","9,378",2.19,"9,891","10,633",0.93
364,1165052000,서울특별시서초구서초2동,"26,237","11,390",2.3,"12,536","13,701",0.91
365,1165053000,서울특별시서초구서초3동,"32,437","15,260",2.13,"15,593","16,844",0.93
366,1165053100,서울특별시서초구서초4동,"30,833","10,896",2.83,"15,010","15,823",0.95
367,1165054000,서울특별시서초구잠원동,"26,771","10,739",2.49,"12,878","13,893",0.93
368,1165055000,서울특별시서초구반포본동,"1,969",826,2.38,936,"1,033",0.91
369,1165056000,서울특별시서초구반포1동,"34,464","15,029",2.29,"16,766","17,698",0.95
370,1165057000,서울특별시서초구반포2동,"15,707","4,981",3.15,"7,498","8,209",0.91
371,1165058000,서울특별시서초구반포3동,"22,190","7,710",2.88,"10,541","11,649",0.9
372,1165058100,서울특별시서초구반포4동,"19,177","7,209",2.66,"8,985","10,192",0.88
373,1165059000,서울특별시서초구방배본동,"20,907","8,001",2.61,"9,665","11,242",0.86
374,1165060000,서울특별시서초구방배1동,"16,848","7,541",2.23,"7,878","8,970",0.88
375,1165061000,서울특별시서초구방배2동,"19,347","8,365",2.31,"9,073","10,274",0.88
376,1165062000,서울특별시서초구방배3동,"18,783","7,118",2.64,"9,079","9,704",0.94
377,1165062100,서울특별시서초구방배4동,"23,524","9,741",2.41,"10,703","12,821",0.83
378,1165065100,서울특별시서초구양재1동,"43,074","17,916",2.4,"20,554","22,520",0.91
379,1165065200,서울특별시서초구양재2동,"21,927","10,894",2.01,"10,949","10,978",1.0
380,1165066000,서울특별시서초구내곡동,"17,560","7,250",2.42,"8,499","9,061",0.94
381,1168000000,서울특별시강남구,"533,042","234,233",2.28,"255,047","277,995",0.92
382,1168051000,서울특별시강남구신사동,"15,993","7,035",2.27,"7,415","8,578",0.86
383,1168052100,서울특별시강남구논현1동,"22,073","14,033",1.57,"10,381","11,692",0.89
384,1168053100,서울특별시강남구논현2동,"21,018","11,414",1.84,"9,821","11,197",0.88
385,1168054500,서울특별시강남구압구정동,"26,305","10,265",2.56,"12,187","14,118",0.86
386,1168056500,서울특별시강남구청담동,"25,684","11,272",2.28,"11,987","13,697",0.88
387,1168058000,서울특별시강남구삼성1동,"12,878","5,483",2.35,"6,334","6,544",0.97
388,1168059000,서울특별시강남구삼성2동,"30,436","13,555",2.25,"14,560","15,876",0.92
389,1168060000,서울특별시강남구대치1동,"24,165","7,264",3.33,"12,151","12,014",1.01
390,1168061000,서울특별시강남구대치2동,"36,507","12,851",2.84,"18,483","18,024",1.03
391,1168063000,서울특별시강남구대치4동,"19,815","10,164",1.95,"9,364","10,451",0.9
392,1168064000,서울특별시강남구역삼1동,"35,587","24,243",1.47,"17,285","18,302",0.94
393,1168065000,서울특별시강남구역삼2동,"36,072","15,507",2.33,"16,914","19,158",0.88
394,1168065500,서울특별시강남구도곡1동,"21,405","8,524",2.51,"10,133","11,272",0.9
395,1168065600,서울특별시강남구도곡2동,"33,163","11,664",2.84,"15,400","17,763",0.87
396,1168066000,서울특별시강남구개포1동,"6,470","2,572",2.52,"3,147","3,323",0.95
397,1168067000,서울특별시강남구개포2동,"27,874","9,683",2.88,"13,524","14,350",0.94
398,1168069000,서울특별시강남구개포4동,"23,710","10,024",2.37,"11,480","12,230",0.94
399,1168070000,서울특별시강남구세곡동,"43,232","17,961",2.41,"20,426","22,806",0.9
400,1168072000,서울특별시강남구일원본동,"23,260","8,058",2.89,"11,482","11,778",0.97
401,1168073000,서울특별시강남구일원1동,"15,073","7,390",2.04,"7,386","7,687",0.96
402,1168074000,서울특별시강남구일원2동,"17,518","7,471",2.34,"8,479","9,039",0.94
403,1168075000,서울특별시강남구수서동,"14,804","7,800",1.9,"6,708","8,096",0.83
404,1171000000,서울특별시송파구,"658,338","282,417",2.33,"317,346","340,992",0.93
405,1171051000,서울특별시송파구풍납1동,"12,869","5,985",2.15,"6,300","6,569",0.96
406,1171052000,서울특별시송파구풍납2동,"24,785","10,976",2.26,"11,777","13,008",0.91
407,1171053100,서울특별시송파구거여1동,"12,539","5,647",2.22,"6,335","6,204",1.02
408,1171053200,서울특별시송파구거여2동,"18,726","8,150",2.3,"9,210","9,516",0.97
409,1171054000,서울특별시송파구마천1동,"18,916","8,814",2.15,"9,664","9,252",1.04
410,1171055000,서울특별시송파구마천2동,"18,713","8,741",2.14,"9,536","9,177",1.04
411,1171056100,서울특별시송파구방이1동,"15,682","6,229",2.52,"7,555","8,127",0.93
412,1171056200,서울특별시송파구방이2동,"26,489","15,258",1.74,"12,304","14,185",0.87
413,1171056600,서울특별시송파구오륜동,"18,061","5,929",3.05,"8,824","9,237",0.96
414,1171057000,서울특별시송파구오금동,"38,446","15,640",2.46,"18,636","19,810",0.94
415,1171058000,서울특별시송파구송파1동,"23,845","12,261",1.94,"11,129","12,716",0.88
416,1171059000,서울특별시송파구송파2동,"19,130","7,209",2.65,"9,221","9,909",0.93
417,1171060000,서울특별시송파구석촌동,"31,584","16,917",1.87,"15,066","16,518",0.91
418,1171061000,서울특별시송파구삼전동,"30,325","16,080",1.89,"14,254","16,071",0.89
419,1171062000,서울특별시송파구가락본동,"26,252","11,833",2.22,"13,019","13,233",0.98
420,1171063100,서울특별시송파구가락1동,"27,265","9,786",2.79,"13,203","14,062",0.94
421,1171063200,서울특별시송파구가락2동,"32,229","12,429",2.59,"15,820","16,409",0.96
422,1171064100,서울특별시송파구문정1동,"20,012","8,494",2.36,"9,922","10,090",0.98
423,1171064200,서울특별시송파구문정2동,"28,871","15,731",1.84,"13,266","15,605",0.85
424,1171064600,서울특별시송파구장지동,"29,534","12,141",2.43,"14,278","15,256",0.94
425,1171064700,서울특별시송파구위례동,"39,095","12,651",3.09,"19,042","20,053",0.95
426,1171065000,서울특별시송파구잠실본동,"27,953","15,442",1.81,"13,264","14,689",0.9
427,1171067000,서울특별시송파구잠실2동,"35,036","11,613",3.02,"16,756","18,280",0.92
428,1171068000,서울특별시송파구잠실3동,"34,338","11,912",2.88,"16,337","18,001",0.91
429,1171069000,서울특별시송파구잠실4동,"21,318","7,277",2.93,"10,229","11,089",0.92
430,1171071000,서울특별시송파구잠실6동,"16,775","5,889",2.85,"7,945","8,830",0.9
431,1171072000,서울특별시송파구잠실7동,"9,550","3,383",2.82,"4,454","5,096",0.87
432,1174000000,서울특별시강동구,"462,664","201,613",2.29,"227,002","235,662",0.96
433,1174051500,서울특별시강동구강일동,"32,794","12,857",2.55,"15,740","17,054",0.92
434,1174052500,서울특별시강동구상일제1동,"38,834","13,496",2.88,"19,154","19,680",0.97
435,1174052600,서울특별시강동구상일제2동,"10,166","3,944",2.58,"4,773","5,393",0.89
436,1174053000,서울특별시강동구명일제1동,"25,856","10,117",2.56,"12,589","13,267",0.95
437,1174054000,서울특별시강동구명일제2동,"17,524","6,511",2.69,"8,590","8,934",0.96
438,1174055000,서울특별시강동구고덕제1동,"24,301","8,343",2.91,"12,344","11,957",1.03
439,1174056000,서울특별시강동구고덕제2동,"22,177","8,781",2.53,"11,169","11,008",1.01
440,1174057000,서울특별시강동구암사제1동,"34,486","15,964",2.16,"17,114","17,372",0.99
441,1174058000,서울특별시강동구암사제2동,"15,197","6,353",2.39,"7,367","7,830",0.94
442,1174059000,서울특별시강동구암사제3동,"17,898","6,267",2.86,"8,763","9,135",0.96
443,1174060000,서울특별시강동구천호제1동,"26,738","12,917",2.07,"13,123","13,615",0.96
444,1174061000,서울특별시강동구천호제2동,"33,154","17,473",1.9,"16,280","16,874",0.96
445,1174062000,서울특별시강동구천호제3동,"26,564","14,368",1.85,"12,924","13,640",0.95
446,1174064000,서울특별시강동구성내제1동,"19,915","8,352",2.38,"9,611","10,304",0.93
447,1174065000,서울특별시강동구성내제2동,"23,534","12,810",1.84,"11,614","11,920",0.97
448,1174066000,서울특별시강동구성내제3동,"23,079","10,670",2.16,"11,326","11,753",0.96
449,1174068500,서울특별시강동구길동,"45,653","21,820",2.09,"22,299","23,354",0.95
450,1174069000,서울특별시강동구둔촌제1동,133,82,1.62,75,58,1.29
451,1174070000,서울특별시강동구둔촌제2동,"24,661","10,488",2.35,"12,147","12,514",0.97
452,2600000000,부산광역시,"3,350,380","1,544,663",2.17,"1,639,044","1,711,336",0.96
453,2611000000,부산광역시중구,"40,524","23,925",1.69,"19,755","20,769",0.95
454,2611051000,부산광역시중구중앙동,"2,937","2,226",1.32,"1,405","1,532",0.92
455,2611052000,부산광역시중구동광동,"2,675","1,729",1.55,"1,361","1,314",1.04
456,2611053000,부산광역시중구대청동,"6,252","3,502",1.79,"2,926","3,326",0.88
457,2611054500,부산광역시중구보수동,"10,521","5,953",1.77,"5,084","5,437",0.94
458,2611056000,부산광역시중구부평동,"4,511","2,745",1.64,"2,144","2,367",0.91
459,2611057000,부산광역시중구광복동,974,593,1.64,496,478,1.04
460,2611058000,부산광역시중구남포동,915,634,1.44,529,386,1.37
461,2611059000,부산광역시중구영주제1동,"4,693","2,941",1.6,"2,403","2,290",1.05
462,2611060000,부산광역시중구영주제2동,"7,046","3,602",1.96,"3,407","3,639",0.94
463,2614000000,부산광역시서구,"105,164","52,960",1.99,"50,853","54,311",0.94
464,2614051000,부산광역시서구동대신제1동,"5,614","2,752",2.04,"2,744","2,870",0.96
465,2614052000,부산광역시서구동대신제2동,"7,333","3,617",2.03,"3,563","3,770",0.95
466,2614053000,부산광역시서구동대신제3동,"7,702","3,906",1.97,"3,614","4,088",0.88
467,2614054000,부산광역시서구서대신제1동,"13,712","6,193",2.21,"6,456","7,256",0.89
